Gene,Gain,High-level Gain,Total Samples,Loss,High-level Loss,No Change,Net CNV
SEC14L2,1,0,193,6,0,173,-5
FAM155A,1,0,193,6,0,173,-5
RDH10,1,0,193,6,0,173,-5
DNMT1,1,0,193,6,0,173,-5
FDX1,1,0,193,6,0,173,-5
H2BFM,1,0,193,6,0,173,-5
ATP8A1,1,0,193,6,0,173,-5
PDP1,1,0,193,6,0,173,-5
CYTH4,1,0,193,6,0,173,-5
HEY1,1,0,193,6,0,173,-5
CD320,1,0,193,6,0,173,-5
GLYATL1,1,0,193,6,0,173,-5
SCN2B,1,0,193,6,0,173,-5
PLEKHA2,1,0,193,6,0,173,-5
PSD3,1,0,193,6,0,173,-5
STMN2,1,0,193,6,0,173,-5
MPZL2,1,0,193,6,0,173,-5
SPATA18,1,0,193,6,0,173,-5
RABL2B,1,0,193,6,0,173,-5
LSM1,1,0,193,6,0,173,-5
CPT1B,1,0,193,6,0,173,-5
MS4A7,1,0,193,6,0,173,-5
TENM4,1,0,193,6,0,173,-5
PNOC,1,0,193,6,0,173,-5
CRYBB3,1,0,193,6,0,173,-5
LY6D,1,0,193,6,0,173,-5
ARC,1,0,193,6,0,173,-5
OSM,1,0,193,6,0,173,-5
UQCR10,1,0,193,6,0,173,-5
CABIN1,1,0,193,6,0,173,-5
NRXN3,1,0,193,6,0,173,-5
CRISPLD1,1,0,193,6,0,173,-5
MIOX,1,0,193,6,0,173,-5
PARD3B,1,0,193,6,0,173,-5
CASP1,1,0,193,6,0,173,-5
LIF,1,0,193,6,0,173,-5
STAP2,1,0,193,6,0,173,-5
ADAMTS8,1,0,193,6,0,173,-5
HSPB2,1,0,193,6,0,173,-5
OR5A1,1,0,193,6,0,173,-5
FBLN1,1,0,193,6,0,173,-5
GLYATL2,1,0,193,6,0,173,-5
CASTOR1,1,0,193,6,0,173,-5
PLA2G3,1,0,193,6,0,173,-5
MBOAT4,1,0,193,6,0,173,-5
GAS2L1,1,0,193,6,0,173,-5
FXYD6,1,0,193,6,0,173,-5
NAALAD2,1,0,193,6,0,173,-5
RHBDD3,1,0,193,6,0,173,-5
GUCY1A2,1,0,193,6,0,173,-5
ELOF1,1,0,193,6,0,173,-5
SEC14L3,1,0,193,6,0,173,-5
SOX17,1,0,193,6,0,173,-5
TRPS1,1,0,193,6,0,173,-5
SHARPIN,1,0,193,6,0,173,-5
APOL1,1,0,193,6,0,173,-5
PCDH15,1,0,193,6,0,173,-5
ADRA1A,1,0,193,6,0,173,-5
PHETA2,1,0,193,6,0,173,-5
FOXR1,1,0,193,6,0,173,-5
SLC35E4,1,0,193,6,0,173,-5
SIRT6,1,0,193,6,0,173,-5
RPS20,1,0,193,6,0,173,-5
CRTAM,1,0,193,6,0,173,-5
PHLDB1,1,0,193,6,0,173,-5
HDAC10,1,0,193,6,0,173,-5
NUDT18,1,0,193,6,0,173,-5
LARGE1,1,0,193,6,0,173,-5
ZNF493,1,0,193,5,3,173,-4
DGCR8,1,0,193,5,3,173,-4
ZNF559,1,0,193,5,2,173,-4
ZNF121,1,0,193,5,2,173,-4
EIF3D,1,0,193,5,2,173,-4
EFR3A,1,0,193,5,1,173,-4
ZNF266,1,0,193,5,1,173,-4
TMEM205,1,0,193,5,0,173,-4
TMEM211,1,0,193,5,0,173,-4
C8orf86,1,0,193,5,0,173,-4
UBTFL1,1,0,193,5,0,173,-4
RGS22,1,0,193,5,0,173,-4
S1PR2,1,0,193,5,0,173,-4
PATZ1,1,0,193,5,0,173,-4
ENDOD1,1,0,193,5,0,173,-4
GDF6,1,0,193,5,0,173,-4
AMY2A,1,0,193,5,0,173,-4
ATF4,1,0,193,5,0,173,-4
RAVER1,1,0,193,5,0,173,-4
C22orf42,1,0,193,5,0,173,-4
TNFSF8,1,0,193,5,0,173,-4
MMP10,1,0,193,5,0,173,-4
APOL5,1,0,193,5,0,173,-4
MS4A14,1,0,193,5,0,173,-4
AHI1,1,0,193,5,0,173,-4
SERHL2,1,0,193,5,0,173,-4
OR10S1,1,0,193,5,0,173,-4
DEFA6,1,0,193,5,0,173,-4
ERICH5,1,0,193,5,0,173,-4
TMEM45B,1,0,193,5,0,173,-4
TEDDM1,1,0,193,5,0,173,-4
ADAT2,1,0,193,5,0,173,-4
ZFHX3,1,0,193,5,0,173,-4
SLA,1,0,193,5,0,173,-4
CNGB3,1,0,193,5,0,173,-4
TG,1,0,193,5,0,173,-4
GPR20,1,0,193,5,0,173,-4
CYP7A1,1,0,193,5,0,173,-4
SPC24,1,0,193,5,0,173,-4
TMEM126A,1,0,193,5,0,173,-4
APOL3,1,0,193,5,0,173,-4
TANGO2,1,0,193,5,0,173,-4
USP18,1,0,193,5,0,173,-4
RPS5,1,0,193,5,0,173,-4
SEPT3,1,0,193,5,0,173,-4
NETO1,1,0,193,5,0,173,-4
PLXNB2,1,0,193,5,0,173,-4
CNBD1,1,0,193,5,0,173,-4
FAM167A,1,0,193,5,0,173,-4
ZDHHC8,1,0,193,5,0,173,-4
PDXP,1,0,193,5,0,173,-4
CRYBB2,1,0,193,5,0,173,-4
UPB1,1,0,193,5,0,173,-4
DLC1,1,0,193,5,0,173,-4
MOS,1,0,193,5,0,173,-4
CFAP300,1,0,193,5,0,173,-4
UPK3A,1,0,193,5,0,173,-4
GGTLC2,1,0,193,5,0,173,-4
TNFAIP8L1,1,0,193,5,0,173,-4
OR5AN1,1,0,193,5,0,173,-4
MAFA,1,0,193,5,0,173,-4
HSPA8,1,0,193,5,0,173,-4
MSR1,1,0,193,5,0,173,-4
KCNB2,1,0,193,5,0,173,-4
HKDC1,1,0,193,5,0,173,-4
SLCO2B1,1,0,193,5,0,173,-4
ZNF177,1,0,193,5,0,173,-4
SIDT2,1,0,193,5,0,173,-4
CFAP298,1,0,193,5,0,173,-4
COX6C,1,0,193,5,0,173,-4
POLR2K,1,0,193,5,0,173,-4
NPTXR,1,0,193,5,0,173,-4
PANX2,1,0,193,5,0,173,-4
MMP13,1,0,193,5,0,173,-4
PIWIL3,1,0,193,5,0,173,-4
TAB1,1,0,193,5,0,173,-4
FZD4,1,0,193,5,0,173,-4
ME3,1,0,193,5,0,173,-4
KIFC2,1,0,193,5,0,173,-4
PPP1R3D,1,0,193,5,0,173,-4
NKX2-6,1,0,193,5,0,173,-4
ZFAT,1,0,193,5,0,173,-4
EBI3,1,0,193,5,0,173,-4
OPRK1,1,0,193,5,0,173,-4
TRPA1,1,0,193,5,0,173,-4
DENND3,1,0,193,5,0,173,-4
CHMP2A,1,0,193,5,0,173,-4
ZNF716,1,0,193,5,0,173,-4
C22orf15,1,0,193,5,0,173,-4
CCDC89,1,0,193,5,0,173,-4
ST18,1,0,193,5,0,173,-4
INPP5J,1,0,193,5,0,173,-4
SMARCA4,1,0,193,5,0,173,-4
PPAN-P2RY11,1,0,193,5,0,173,-4
GGA1,1,0,193,5,0,173,-4
LRRC69,1,0,193,5,0,173,-4
IL17REL,1,0,193,5,0,173,-4
CHADL,1,0,193,5,0,173,-4
TMPRSS4,1,0,193,5,0,173,-4
KLHL25,1,0,193,5,0,173,-4
CLVS1,1,0,193,5,0,173,-4
TYMP,1,0,193,5,0,173,-4
SMTN,1,0,193,5,0,173,-4
USP40,1,0,193,4,6,173,-3
IFT46,1,0,193,4,4,173,-3
PRDM10,1,0,193,4,3,173,-3
SAFB2,1,0,193,4,2,173,-3
NF2,1,0,193,4,2,173,-3
HIKESHI,1,0,193,4,1,173,-3
ZNF426,1,0,193,4,1,173,-3
PHF5A,1,0,193,4,0,173,-3
CSMD3,1,0,193,4,0,173,-3
TANC1,1,0,193,4,0,173,-3
ENTHD1,1,0,193,4,0,173,-3
MCAM,1,0,193,4,0,173,-3
GSTT2,1,0,193,4,0,173,-3
PDGFB,1,0,193,4,0,173,-3
HTRA4,1,0,193,4,0,173,-3
URB1,1,0,193,4,0,173,-3
SOD1,1,0,193,4,0,173,-3
SLC7A2,1,0,193,4,0,173,-3
SULT4A1,1,0,193,4,0,173,-3
CHKB,1,0,193,4,0,173,-3
GPIHBP1,1,0,193,4,0,173,-3
SCO2,1,0,193,4,0,173,-3
PI15,1,0,193,4,0,173,-3
TTC38,1,0,193,4,0,173,-3
SCO2,1,0,193,4,0,173,-3
IZUMO1R,1,0,193,4,0,173,-3
ANKRD54,1,0,193,4,0,173,-3
KLHL38,1,0,193,4,0,173,-3
TIMP3,1,0,193,4,0,173,-3
TOB2,1,0,193,4,0,173,-3
OR8D4,1,0,193,4,0,173,-3
OR4D9,1,0,193,4,0,173,-3
ZNF560,1,0,193,4,0,173,-3
CNTN5,1,0,193,4,0,173,-3
DEFA4,1,0,193,4,0,173,-3
CHRNB3,1,0,193,4,0,173,-3
PPDPFL,1,0,193,4,0,173,-3
KCNJ4,1,0,193,4,0,173,-3
ABCG4,1,0,193,4,0,173,-3
RPS28,1,0,193,4,0,173,-3
OR5B3,1,0,193,4,0,173,-3
CADM1,1,0,193,4,0,173,-3
IGLL1,1,0,193,4,0,173,-3
EFCAB6,1,0,193,4,0,173,-3
HMOX1,1,0,193,4,0,173,-3
DRD2,1,0,193,4,0,173,-3
DNAL4,1,0,193,4,0,173,-3
KCNK9,1,0,193,4,0,173,-3
SFTA2,1,0,193,4,0,173,-3
ATP6V0D2,1,0,193,4,0,173,-3
TRIM29,1,0,193,4,0,173,-3
RALYL,1,0,193,4,0,173,-3
GPR83,1,0,193,4,0,173,-3
GDAP1,1,0,193,4,0,173,-3
SCN4B,1,0,193,4,0,173,-3
FAT3,1,0,193,4,0,173,-3
ZNF706,1,0,193,4,0,173,-3
CHAF1A,1,0,193,4,0,173,-3
RUNX1,1,0,193,4,0,173,-3
ELMOD1,1,0,193,4,0,173,-3
ARHGAP20,1,0,193,4,0,173,-3
SLC16A8,1,0,193,4,0,173,-3
CSNK1E,1,0,193,4,0,173,-3
OR7D2,1,0,193,4,0,173,-3
ID1,1,0,193,4,0,173,-3
CASP5,1,0,193,4,0,173,-3
ARRDC5,1,0,193,4,0,173,-3
LY6H,1,0,193,4,0,173,-3
JPH1,1,0,193,4,0,173,-3
TAGLN,1,0,193,4,0,173,-3
OR4D10,1,0,193,4,0,173,-3
CHRNA6,1,0,193,4,0,173,-3
ESS2,1,0,193,4,0,173,-3
ZNF430,1,0,193,3,22,173,-2
EIF3L,1,0,193,3,5,173,-2
ACBD6,1,0,193,3,3,173,-2
PEX26,1,0,193,3,2,173,-2
ZNF253,1,0,193,3,1,173,-2
OR5AP2,1,0,193,3,0,173,-2
HDGFL2,1,0,193,3,0,173,-2
OR4D6,1,0,193,3,0,173,-2
MMP7,1,0,193,3,0,173,-2
CLDN8,1,0,193,3,0,173,-2
DEFB1,1,0,193,3,0,173,-2
LYPD2,1,0,193,3,0,173,-2
PNMA2,1,0,193,3,0,173,-2
AMY2B,1,0,193,3,0,173,-2
ODF3B,1,0,193,3,0,173,-2
CSDC2,1,0,193,3,0,173,-2
MMP27,1,0,193,3,0,173,-2
ATP5MG,1,0,193,3,0,173,-2
ALDH1A2,1,0,193,3,0,173,-2
VPREB3,1,0,193,3,0,173,-2
HLA-DQB2,1,0,193,3,0,173,-2
PSCA,1,0,193,3,0,173,-2
SEMA5A,1,0,193,3,0,173,-2
NPBWR1,1,0,193,3,0,173,-2
TOM1,1,0,193,3,0,173,-2
OR5A2,1,0,193,3,0,173,-2
MS4A5,1,0,193,3,0,173,-2
SLC26A7,1,0,193,3,0,173,-2
TIMM29,1,0,193,3,0,173,-2
FGL1,1,0,193,3,0,173,-2
XKR4,1,0,193,3,0,173,-2
OR5AK2,1,0,193,3,0,173,-2
MS4A12,1,0,193,3,0,173,-2
PDGFRL,1,0,193,3,0,173,-2
FAM135B,1,0,193,3,0,173,-2
TP53AIP1,1,0,193,3,0,173,-2
OR2Z1,1,0,193,3,0,173,-2
NTRK3,1,0,193,3,0,173,-2
REM1,1,0,193,3,0,173,-2
TMEM225,1,0,193,3,0,173,-2
PLAT,1,0,193,3,0,173,-2
NEFM,1,0,193,3,0,173,-2
PENK,1,0,193,3,0,173,-2
TRIM64,1,0,193,3,0,173,-2
MMP12,1,0,193,3,0,173,-2
ZNF699,1,0,193,3,0,173,-2
SLC36A4,1,0,193,3,0,173,-2
TEX15,1,0,193,3,0,173,-2
SLC7A13,1,0,193,3,0,173,-2
CGNL1,1,0,193,3,0,173,-2
FABP12,1,0,193,3,0,173,-2
OR8G5,1,0,193,3,0,173,-2
ZNF703,1,0,193,3,0,173,-2
EPPK1,1,0,193,3,0,173,-2
OR8D2,1,0,193,3,0,173,-2
HNF4G,1,0,193,3,0,173,-2
OR8B12,1,0,193,3,0,173,-2
MS4A4A,1,0,193,3,0,173,-2
OR10G9,1,0,193,3,0,173,-2
XKR7,1,0,193,3,0,173,-2
TYR,1,0,193,3,0,173,-2
SFRP1,1,0,193,3,0,173,-2
LRRC55,1,0,193,3,0,173,-2
UBE2M,1,0,193,3,0,173,-2
FDX2,1,0,193,3,0,173,-2
MMP3,1,0,193,3,0,173,-2
OR6T1,1,0,193,3,0,173,-2
SGCZ,1,0,193,3,0,173,-2
RSPO2,1,0,193,3,0,173,-2
COL22A1,1,0,193,3,0,173,-2
GSC2,1,0,193,3,0,173,-2
SCARA5,1,0,193,3,0,173,-2
NLGN1,1,0,193,3,0,173,-2
OR5M10,1,0,193,3,0,173,-2
ZDHHC17,1,0,193,3,0,173,-2
FSD1,1,0,193,3,0,173,-2
SDC2,1,0,193,3,0,173,-2
PMP2,1,0,193,3,0,173,-2
CA3,1,0,193,3,0,173,-2
RIMS2,1,0,193,2,0,173,-1
OC90,1,0,193,2,0,173,-1
GPT,1,0,193,2,0,173,-1
SNTG1,1,0,193,2,0,173,-1
C8orf59,1,0,193,2,0,173,-1
LHX5,1,0,193,2,0,173,-1
OR9I1,1,0,193,2,0,173,-1
MOV10L1,1,0,193,2,0,173,-1
KCTD14,1,0,193,2,0,173,-1
TUBA8,1,0,193,2,0,173,-1
LZTS1,1,0,193,2,0,173,-1
CCN3,1,0,193,2,0,173,-1
MED15,1,0,193,2,0,173,-1
TRIM49,1,0,193,2,0,173,-1
DGCR2,1,0,193,2,0,173,-1
OR1S2,1,0,193,2,0,173,-1
PLAGL2,1,0,193,2,0,173,-1
RASD2,1,0,193,2,0,173,-1
NXPE1,1,0,193,2,0,173,-1
OR10G4,1,0,193,2,0,173,-1
MS4A13,1,0,193,2,0,173,-1
OR10G8,1,0,193,2,0,173,-1
ZNF14,1,0,193,2,0,173,-1
OR8K3,1,0,193,2,0,173,-1
KANK2,1,0,193,2,0,173,-1
EFCAB1,1,0,193,2,0,173,-1
MED30,1,0,193,2,0,173,-1
KCNV1,1,0,193,2,0,173,-1
CARD17,1,0,193,2,0,173,-1
UHRF1,1,0,193,2,0,173,-1
OR6M1,1,0,193,2,0,173,-1
CLDN5,1,0,193,2,0,173,-1
OR5M1,1,0,193,2,0,173,-1
PCDH9,1,0,193,2,0,173,-1
C11orf87,1,0,193,2,0,173,-1
ANO3,1,0,193,2,0,173,-1
GFRA2,1,0,193,2,0,173,-1
RP1,1,0,193,2,0,173,-1
FER1L6,1,0,193,2,0,173,-1
NOX4,1,0,193,2,0,173,-1
CLSTN2,1,0,193,2,0,173,-1
LY6K,1,0,193,2,0,173,-1
MMP1,1,0,193,2,0,173,-1
PRSS55,1,0,193,2,0,173,-1
PKHD1L1,1,0,193,2,0,173,-1
ZNF737,1,0,193,2,0,173,-1
TMPRSS5,1,0,193,2,0,173,-1
FAM181B,1,0,193,2,0,173,-1
OR8D1,1,0,193,2,0,173,-1
OR6Q1,1,0,193,2,0,173,-1
PVALB,1,0,193,2,0,173,-1
UBL5,1,0,193,2,0,173,-1
ESRP1,1,0,193,2,0,173,-1
CLDN25,1,0,193,2,0,173,-1
OR8B2,1,0,193,2,0,173,-1
OR5T3,1,0,193,2,0,173,-1
OR8B8,1,0,193,2,0,173,-1
ZNF506,1,0,193,1,15,173,0
ZNF708,1,0,193,1,0,173,0
NKAIN3,1,0,193,1,0,173,0
SDR16C5,1,0,193,1,0,173,0
SLC30A8,1,0,193,1,0,173,0
FBXO32,1,0,193,1,0,173,0
GDA,1,0,193,1,0,173,0
OR8B4,1,0,193,1,0,173,0
OR8A1,1,0,193,1,0,173,0
CARD18,1,0,193,1,0,173,0
NXPE4,1,0,193,1,0,173,0
DEFB136,1,0,193,1,0,173,0
SULF1,1,0,193,1,0,173,0
DNAJC5B,1,0,193,1,0,173,0
GSTT4,1,0,193,1,0,173,0
SSTR3,1,0,193,1,0,173,0
ZNF738,1,0,193,1,0,173,0
SHISAL1,1,0,193,1,0,173,0
AP1M2,1,0,193,1,0,173,0
OR4D5,1,0,193,1,0,173,0
OR5T1,1,0,193,1,0,173,0
OPCML,1,0,193,1,0,173,0
BARX2,1,0,193,1,0,173,0
EYA1,1,0,193,1,0,173,0
OR8I2,1,0,193,1,0,173,0
LGI3,1,0,193,1,0,173,0
OR5M11,1,0,193,1,0,173,0
DUSP26,1,0,193,1,0,173,0
CCDC83,1,0,193,1,0,173,0
BHLHE22,1,0,193,1,0,173,0
KCNB1,1,0,193,1,0,173,0
ZNF486,1,0,193,1,0,173,0
DCAF4L2,1,0,193,1,0,173,0
NOS1,1,0,193,1,0,173,0
ADAMDEC1,1,0,193,1,0,173,0
PRDM14,1,0,193,1,0,173,0
ADAM2,1,0,193,1,0,173,0
POFUT1,1,0,193,0,6,173,1
ZNF74_ENST00000357502,1,0,193,0,0,0,1
DRICH1_ENST00000614553,1,0,193,0,0,0,1
FUT10_ENST00000518672,1,0,193,0,0,0,1
Z82190.2,1,0,193,0,0,0,1
APLP2_ENST00000338167,1,0,193,0,0,0,1
NDUFA6_ENST00000617763,1,0,193,0,0,0,1
RSPH14_ENST00000406876,1,0,193,0,0,0,1
GATA4_ENST00000528712,1,0,193,0,0,0,1
ARHGAP8_ENST00000336963,1,0,193,0,0,0,1
SLC2A14_ENST00000396589,1,0,193,0,0,0,1
ZNF696_ENST00000521537,1,0,193,0,0,0,1
KRTAP6-3,1,0,193,0,0,0,1
KLHL3_ENST00000506491,1,0,193,0,0,0,1
OXR1_ENST00000449762,1,0,193,0,0,0,1
FBLN1_ENST00000340923,1,0,193,0,0,0,1
SESN3_ENST00000416495,1,0,193,0,0,0,1
GRAMD1B_ENST00000450171,1,0,193,0,0,0,1
ARHGAP39_ENST00000276826,1,0,193,0,0,0,1
UQCRB_ENST00000523920,1,0,193,0,0,0,1
YPEL1_ENST00000403503,1,0,193,0,0,0,1
ANKRD46_ENST00000335659,1,0,193,0,0,0,1
KCNMB3_ENST00000349697,1,0,193,0,0,0,1
TMEM205_ENST00000589555,1,0,193,0,0,0,1
ATP2B4_ENST00000341360,1,0,193,0,0,0,1
TCEA1_ENST00000396401,1,0,193,0,0,0,1
TM2D2_ENST00000456845,1,0,193,0,0,0,1
SPATA19_ENST00000532889,1,0,193,0,0,0,1
HSPA4_ENST00000615899,1,0,193,0,0,0,1
ZNF517_ENST00000531720,1,0,193,0,0,0,1
PTK2_ENST00000519881,1,0,193,0,0,0,1
POLR3H_ENST00000396504,1,0,193,0,0,0,1
ATP5MC2_ENST00000549748,1,0,193,0,0,0,1
ASPH_ENST00000517856,1,0,193,0,0,0,1
EEF1D_ENST00000524624,1,0,193,0,0,0,1
ELOF1_ENST00000587806,1,0,193,0,0,0,1
MS4A13_ENST00000527948,1,0,193,0,0,0,1
TPD52_ENST00000519303,1,0,193,0,0,0,1
ZNF559_ENST00000603380,1,0,193,0,0,0,1
SLC26A7_ENST00000523719,1,0,193,0,0,0,1
NSD3_ENST00000527502,1,0,193,0,0,0,1
TRAM1_ENST00000521425,1,0,193,0,0,0,1
PLAT_ENST00000519510,1,0,193,0,0,0,1
MCC_ENST00000515367,1,0,193,0,0,0,1
PANX1_ENST00000436171,1,0,193,0,0,0,1
IKBKB_ENST00000522147,1,0,193,0,0,0,1
PNPLA5,1,0,193,0,0,0,1
CTNND1_ENST00000358694,1,0,193,0,0,0,1
PEX2_ENST00000520103,1,0,193,0,0,0,1
MMP20,1,0,193,0,0,0,1
ARHGAP32_ENST00000527272,1,0,193,0,0,0,1
TRMT9B_ENST00000528753,1,0,193,0,0,0,1
STK3_ENST00000617590,1,0,193,0,0,0,1
ASAH1_ENST00000262097,1,0,193,0,0,0,1
APLP2_ENST00000528499,1,0,193,0,0,0,1
ETS1_ENST00000535549,1,0,193,0,0,0,1
PPP2R1B_ENST00000393055,1,0,193,0,0,0,1
HSCB_ENST00000398941,1,0,193,0,0,0,1
NECTIN1_ENST00000341398,1,0,193,0,0,0,1
UHRF1_ENST00000620565,1,0,193,0,0,0,1
SLC52A2_ENST00000526752,1,0,193,0,0,0,1
DRD2_ENST00000538967,1,0,193,0,0,0,1
TMPRSS4_ENST00000437212,1,0,193,0,0,0,1
C8orf58_ENST00000615223,1,0,193,0,0,0,1
FAM49B_ENST00000615041,1,0,193,0,0,0,1
PARD3B_ENST00000622699,1,0,193,0,0,0,1
ATP6V1C1_ENST00000518857,1,0,193,0,0,0,1
NAV1_ENST00000367302,1,0,193,0,0,0,1
TXN2_ENST00000416967,1,0,193,0,0,0,1
SEC14L2_ENST00000405717,1,0,193,0,0,0,1
GRIA4_ENST00000393127,1,0,193,0,0,0,1
FGFR1_ENST00000397091,1,0,193,0,0,0,1
ZCCHC10_ENST00000509008,1,0,193,0,0,0,1
PATZ1_ENST00000351933,1,0,193,0,0,0,1
EEF1D_ENST00000532400,1,0,193,0,0,0,1
GRAMD1B_ENST00000533341,1,0,193,0,0,0,1
ASAH1_ENST00000314146,1,0,193,0,0,0,1
TNS1_ENST00000430930,1,0,193,0,0,0,1
TMPRSS13_ENST00000526090,1,0,193,0,0,0,1
EEF1D_ENST00000528610,1,0,193,0,0,0,1
AC138696.1,1,0,193,0,0,0,1
TMEM218_ENST00000526175,1,0,193,0,0,0,1
OR4C11_ENST00000302231,1,0,193,0,0,0,1
DLC1_ENST00000512044,1,0,193,0,0,0,1
SLC27A5_ENST00000601355,1,0,193,0,0,0,1
MS4A4E_ENST00000526086,1,0,193,0,0,0,1
ZNF7_ENST00000528372,1,0,193,0,0,0,1
MYO1F_ENST00000613525,1,0,193,0,0,0,1
REXO2_ENST00000544827,1,0,193,0,0,0,1
NOS1_ENST00000317775,1,0,193,0,0,0,1
INPP5J_ENST00000400294,1,0,193,0,0,0,1
ANGPTL8,1,0,193,0,0,0,1
NSD3_ENST00000433384,1,0,193,0,0,0,1
CBX7_ENST00000401405,1,0,193,0,0,0,1
TANGO2_ENST00000420290,1,0,193,0,0,0,1
ASPH_ENST00000518068,1,0,193,0,0,0,1
CTSC_ENST00000529974,1,0,193,0,0,0,1
MTUS1_ENST00000634613,1,0,193,0,0,0,1
SCARA5_ENST00000380385,1,0,193,0,0,0,1
ZFAT_ENST00000523399,1,0,193,0,0,0,1
CPT1B_ENST00000360719,1,0,193,0,0,0,1
SFTPC_ENST00000437090,1,0,193,0,0,0,1
CDKN2D_ENST00000335766,1,0,193,0,0,0,1
STAU2_ENST00000355780,1,0,193,0,0,0,1
OR5M1_ENST00000526538,1,0,193,0,0,0,1
GRAMD1B_ENST00000638086,1,0,193,0,0,0,1
YAP1_ENST00000531439,1,0,193,0,0,0,1
AP000781.2,1,0,193,0,0,0,1
TMEM191B_ENST00000613597,1,0,193,0,0,0,1
TMEM218_ENST00000528724,1,0,193,0,0,0,1
SYBU_ENST00000276646,1,0,193,0,0,0,1
DEPDC5_ENST00000646465,1,0,193,0,0,0,1
ZNF66,1,0,193,0,0,0,1
EYA1_ENST00000419131,1,0,193,0,0,0,1
EEF1D_ENST00000317198,1,0,193,0,0,0,1
SMIM18_ENST00000626298,1,0,193,0,0,0,1
TCN2_ENST00000450638,1,0,193,0,0,0,1
MPST_ENST00000397225,1,0,193,0,0,0,1
PARP10_ENST00000313028,1,0,193,0,0,0,1
TM9SF4_ENST00000217315,1,0,193,0,0,0,1
STMN2_ENST00000220876,1,0,193,0,0,0,1
CHEK2_ENST00000403642,1,0,193,0,0,0,1
ZNF202_ENST00000529691,1,0,193,0,0,0,1
MAF1_ENST00000532522,1,0,193,0,0,0,1
DCC_ENST00000581580,1,0,193,0,0,0,1
SAMD12_ENST00000409003,1,0,193,0,0,0,1
DUSP22_ENST00000344450,1,0,193,0,0,0,1
STAU2_ENST00000522695,1,0,193,0,0,0,1
SLC20A2_ENST00000520262,1,0,193,0,0,0,1
HHAT_ENST00000367009,1,0,193,0,0,0,1
ABCG4_ENST00000615496,1,0,193,0,0,0,1
HPS4_ENST00000336873,1,0,193,0,0,0,1
CEP57_ENST00000325486,1,0,193,0,0,0,1
SYBU_ENST00000408908,1,0,193,0,0,0,1
DEFB134_ENST00000382205,1,0,193,0,0,0,1
KRTAP19-5,1,0,193,0,0,0,1
LEPROTL1_ENST00000442880,1,0,193,0,0,0,1
DEUP1_ENST00000531792,1,0,193,0,0,0,1
RAB30_ENST00000527633,1,0,193,0,0,0,1
GSDMC_ENST00000619643,1,0,193,0,0,0,1
FDFT1_ENST00000615631,1,0,193,0,0,0,1
ATP5MC2_ENST00000602871,1,0,193,0,0,0,1
UBXN2B_ENST00000638450,1,0,193,0,0,0,1
TTC12_ENST00000314756,1,0,193,0,0,0,1
SLC37A2_ENST00000403796,1,0,193,0,0,0,1
TXNRD2_ENST00000485358,1,0,193,0,0,0,1
C8orf59_ENST00000321777,1,0,193,0,0,0,1
MS4A3_ENST00000395032,1,0,193,0,0,0,1
RPS20_ENST00000518875,1,0,193,0,0,0,1
MYC_ENST00000259523,1,0,193,0,0,0,1
GAL3ST1_ENST00000406955,1,0,193,0,0,0,1
TRPS1_ENST00000640765,1,0,193,0,0,0,1
C11orf65_ENST00000525729,1,0,193,0,0,0,1
UBL5_ENST00000586895,1,0,193,0,0,0,1
ZFPM2_ENST00000517361,1,0,193,0,0,0,1
TMEM205_ENST00000588560,1,0,193,0,0,0,1
SLC30A8_ENST00000519688,1,0,193,0,0,0,1
PRKDC_ENST00000338368,1,0,193,0,0,0,1
DYNC2H1_ENST00000334267,1,0,193,0,0,0,1
PCDH15_ENST00000616114,1,0,193,0,0,0,1
BAALC_ENST00000438105,1,0,193,0,0,0,1
JRK_ENST00000615982,1,0,193,0,0,0,1
YAP1_ENST00000629586,1,0,193,0,0,0,1
ANK1_ENST00000347528,1,0,193,0,0,0,1
TICAM1_ENST00000621756,1,0,193,0,0,0,1
RPL7_ENST00000396466,1,0,193,0,0,0,1
RBPMS_ENST00000397323,1,0,193,0,0,0,1
KEAP1_ENST00000393623,1,0,193,0,0,0,1
XRCC6_ENST00000402580,1,0,193,0,0,0,1
ASPH_ENST00000389204,1,0,193,0,0,0,1
PPP2R2A_ENST00000640787,1,0,193,0,0,0,1
SNTG1_ENST00000518864,1,0,193,0,0,0,1
LY6H_ENST00000430474,1,0,193,0,0,0,1
CTNND1_ENST00000532649,1,0,193,0,0,0,1
RBM7_ENST00000544582,1,0,193,0,0,0,1
FAM83F_ENST00000473717,1,0,193,0,0,0,1
TTC28_ENST00000612946,1,0,193,0,0,0,1
JAM3_ENST00000441717,1,0,193,0,0,0,1
TRIM64B,1,0,193,0,0,0,1
CRYAB_ENST00000533280,1,0,193,0,0,0,1
POLR3H_ENST00000337566,1,0,193,0,0,0,1
HDAC10_ENST00000448072,1,0,193,0,0,0,1
LY6E_ENST00000292494,1,0,193,0,0,0,1
YWHAZ_ENST00000521309,1,0,193,0,0,0,1
ZNF738_ENST00000594245,1,0,193,0,0,0,1
TSPO_ENST00000337554,1,0,193,0,0,0,1
MATN2_ENST00000521689,1,0,193,0,0,0,1
DMTN_ENST00000517305,1,0,193,0,0,0,1
TEX15_ENST00000256246,1,0,193,0,0,0,1
DEPDC5_ENST00000400248,1,0,193,0,0,0,1
